studyID,pubMedID,citation,studyScore,ethnicity,cohort,title,lastUpdated
GCST007537,30808802,Freidin M 2019,1.5,European,1829,Genome-wide meta-analysis identifies genetic locus on chromosome 9 associated with Modic changes.,5/9/2020
GCST007540,30450575,H�jfeldt SG 2018,0.25,European,831,Genetic predisposition to PEG-asparaginase hypersensitivity in children treated according to NOPHO ALL2008.,5/9/2020
GCST007543,30478444,Demontis D 2018,842.848,European|East Asian,267831,Discovery of the first genome-wide significant risk loci for attention deficit/hyperactivity disorder.,5/9/2020
GCST007549,30794219,MacInnes SJ 2019,NA,European,3514,The 2018 Otto Aufranc Award: How Does Genome-wide Variation Affect Osteolysis Risk After THA?,5/9/2020
GCST007551,27548383,Ortiz-Fern�ndez L 2016,1,European,2530,Genetic Analysis with the Immunochip Platform in Beh�et Disease. Identification of Residues Associated in the HLA Class I Region and New Susceptibility Loci.,5/9/2020
GCST007552,30529582,Lu Y 2018,10.25,East Asian,70506,Large-scale Genome-wide Association Study of East Asians Identifies Loci Associated With Risk for Colorectal Cancer.,5/10/2020
GCST007556,30804558,Grove J 2019,228.092,European,190848,Identification of common genetic risk variants for autism spectrum disorder.,5/9/2020
GCST007559,30846698,Dashti HS 2019,83.138,European,469668,Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.,5/10/2020
GCST007560,30846698,Dashti HS 2019,83.138,European,397660,Genome-wide association study identifies genetic loci for self-reported habitual sleep duration supported by accelerometer-derived estimates.,5/10/2020
GCST007565,30696823,Jones SE 2019,1752.09,European,651295,"Genome-wide association analyses of chronotype in 697,828 individuals provides insights into circadian rhythms.",5/10/2020
GCST007576,30696823,Jones SE 2019,1752.09,European,697832,"Genome-wide association analyses of chronotype in 697,828 individuals provides insights into circadian rhythms.",5/10/2020
GCST007581,30833571,Wiberg A 2019,49.55,European,401656,A genome-wide association analysis identifies 16 novel susceptibility loci for carpal tunnel syndrome.,5/10/2020
GCST007595,30392061,Orlova E 2018,5.55,European,474473,Genetic association and differential expression of PITX2 with acute appendicitis.,5/9/2020
GCST007596,30578877,Dahlin A 2018,56.1,European,83028,"Large-scale, multi-ethnic genome-wide association study identifies novel loci contributing to asthma susceptibility in adults.",5/9/2020
GCST007600,30636644,Nazarian A 2019,17,European,17480,Genome-wide analysis of genetic predisposition to Alzheimer's disease and related sex disparities.,5/10/2020
GCST007619,30431558,Smith SB 2018,3.5,European|Hispanic or Latin American|Native American|Oceanian|African American or Afro-Caribbean|Asian unspecified,159794,Genome-wide association reveals contribution of MRAS to painful temporomandibular disorder in males.,5/10/2020
GCST007631,30593799,Vergara C 2018,6,African American or Afro-Caribbean|European|Hispanic or Latin American,4423,Multi-Ancestry Genome-Wide Association Study of Spontaneous Clearance of Hepatitis C Virus.,5/9/2020
GCST007632,30593799,Vergara C 2018,6,African American or Afro-Caribbean,2201,Multi-Ancestry Genome-Wide Association Study of Spontaneous Clearance of Hepatitis C Virus.,5/9/2020
GCST007633,30593799,Vergara C 2018,6,European,1736,Multi-Ancestry Genome-Wide Association Study of Spontaneous Clearance of Hepatitis C Virus.,5/8/2020
GCST007634,30593799,Vergara C 2018,6,Hispanic or Latin American,486,Multi-Ancestry Genome-Wide Association Study of Spontaneous Clearance of Hepatitis C Virus.,5/9/2020
GCST007665,30468137,Fabbri C 2018,5.6,European,3226,Genome-wide association study of treatment-resistance in depression and meta-analysis of three independent samples.,5/9/2020
GCST007667,30468137,Fabbri C 2018,5.6,European,2312,Genome-wide association study of treatment-resistance in depression and meta-analysis of three independent samples.,5/9/2020
GCST007672,30796134,S�derholm M 2019,92.55,European,4461,Genome-wide association meta-analysis of functional outcome after ischemic stroke.,5/10/2020
GCST007673,30796134,S�derholm M 2019,92.55,European,6165,Genome-wide association meta-analysis of functional outcome after ischemic stroke.,5/10/2020
GCST007674,30796134,S�derholm M 2019,92.55,European,992,Genome-wide association meta-analysis of functional outcome after ischemic stroke.,5/9/2020
GCST007675,30796134,S�derholm M 2019,92.55,European,3991,Genome-wide association meta-analysis of functional outcome after ischemic stroke.,5/9/2020
GCST007676,30796134,S�derholm M 2019,92.55,European,6176,Genome-wide association meta-analysis of functional outcome after ischemic stroke.,5/10/2020
GCST007687,30899065,Wang M 2019,22.85,East Asian,3417,A genome-wide association study on photic sneeze reflex in the Chinese population.,5/9/2020
GCST007692,30804561,Sakornsakolpat P 2019,106.25,European|East Asian|African American or Afro-Caribbean|Hispanic or Latin American,257811,Genetic landscape of chronic obstructive pulmonary disease identifies heterogeneous cell-type and phenotype associations.,5/9/2020
GCST007696,24629169,Ising M 2014,1,European,890,Genetic effects on information processing speed are moderated by age--converging results from three samples.,5/8/2020
GCST007700,30556296,Alblooshi H 2018,0.25,Greater Middle Eastern|European,1022,A case-control genome wide association study of substance use disorder (SUD) identifies novel variants on chromosome 7p14.1 in patients from the United Arab Emirates (UAE).,5/8/2020
GCST007713,30850646,Tziotzios C 2019,25.3,European,5161,Genome-wide association study in frontal fibrosing alopecia identifies four susceptibility loci including HLA-B*07:02.,5/9/2020
GCST007727,28817678,Archer NP 2017,NA,Hispanic or Latin American|Native American,622,Family-based exome-wide association study of childhood acute lymphoblastic leukemia among Hispanics confirms role of ARID5B in susceptibility.,5/9/2020
GCST007728,30898391,Lawrenson K 2019,6.2,East Asian,7321,Genome-wide association studies identify susceptibility loci for epithelial ovarian cancer in east Asian women.,5/9/2020
GCST007734,30955190,Yun S 2019,9.75,East Asian,3617,Genetic risk score raises the risk of incidence of chronic kidney disease in Korean general population-based cohort.,5/10/2020
GCST007737,30854688,Wang C 2019,0.75,East Asian,2174,Genome Wide Association Studies of Specific Antinuclear Autoantibody Sub-phenotypes in Primary Biliary Cholangitis.,5/8/2020
GCST007796,30952644,El Charif O 2019,4.95,European,762,Clinical and Genome-Wide Analysis of Cisplatin-Induced Tinnitus Implicates Novel Ototoxic Mechanisms.,5/10/2020
GCST007797,30929738,Ferreira MAR 2019,6.35,European,76134,Genetic Architectures of Childhood- and Adult-Onset Asthma Are Partly Distinct.,5/10/2020
GCST007798,30929738,Ferreira MAR 2019,6.35,European,341215,Genetic Architectures of Childhood- and Adult-Onset Asthma Are Partly Distinct.,5/10/2020
GCST007799,30929738,Ferreira MAR 2019,6.35,European,561261,Genetic Architectures of Childhood- and Adult-Onset Asthma Are Partly Distinct.,5/9/2020
GCST007800,30929738,Ferreira MAR 2019,6.35,European,561282,Genetic Architectures of Childhood- and Adult-Onset Asthma Are Partly Distinct.,5/10/2020
GCST007824,30737484,Thomsen H 2019,1.25,European,3902,Genome-wide association study of monoclonal gammopathy of unknown significance (MGUS): comparison with multiple myeloma.,5/10/2020
GCST007833,30975718,Tanikawa C 2019,37.25,East Asian,204875,Novel Risk Loci Identified in a Genome-Wide Association Study of Urolithiasis in a Japanese Population.,5/8/2020
GCST007839,30837455,Dudding T 2019,72.83,European,806850,Genome wide analysis for mouth ulcers identifies associations at immune regulatory loci.,5/10/2020
GCST007840,31006500,Liu M 2019,NA,East Asian,8839,"Protein and fat intake interacts with the haplotype of PTPN11_rs11066325, RPH3A_rs886477, and OAS3_rs2072134 to modulate serum HDL concentrations in middle-aged people.",5/10/2020
GCST007842,30714141,Chen H 2019,1.6,East Asian,7479,Two novel genetic variants in the STK38L and RAB27A genes are associated with glioma susceptibility.,5/10/2020
GCST007844,30946743,Li Z 2019,1.25,Greater Middle Eastern,3004,Genome-wide association study in Turkish and Iranian populations identify rare familial Mediterranean fever gene (MEFV) polymorphisms associated with ankylosing spondylitis.,5/9/2020
GCST007845,31059154,Chen Z 2019,23.25,European,9692,Genome-wide survey of copy number variants finds MAPT duplications in progressive supranuclear palsy.,5/9/2020
GCST007847,30718926,Suzuki K 2019,65.45,East Asian,191764,Identification of 28 new susceptibility loci for type 2 diabetes in the Japanese population.,5/10/2020
GCST007856,30510241,Huyghe JR 2018,177.53,European|East Asian,125478,Discovery of common and rare genetic risk variants for colorectal cancer.,5/10/2020
GCST007880,31085060,Gisbert L 2019,0.5,European,563,Genome-wide analysis of emotional lability in adult attention deficit hyperactivity disorder (ADHD).,5/9/2020
GCST007896,31102405,Labreche K 2019,3.95,European,1609,A genome-wide association study identifies susceptibility loci for primary central nervous system lymphoma at 6p25.3 and 3p22.1: a LOC network study.,5/9/2020
GCST007897,31109976,Suvichapanich S 2019,1,South East Asian,318,Genome-Wide Association Study Confirming the Association of NAT2 with Susceptibility to Anti-tuberculosis Drug-Induced Liver Injury in Thai Patients.,5/9/2020
GCST007921,31089239,Choe EK 2019,NA,East Asian,2619,Genome-wide association study of right-sided colonic diverticulosis in a Korean population.,5/9/2020
GCST007945,31081985,Stein MB 2019,6.45,European,581,Genome-wide analyses of psychological resilience in U.S. Army soldiers.,5/9/2020
GCST007947,31081985,Stein MB 2019,6.45,European,1939,Genome-wide analyses of psychological resilience in U.S. Army soldiers.,5/9/2020
GCST007948,31020675,Omae Y 2019,11.85,East Asian,419,Integrative genome analysis identified the KANNO blood group antigen as prion protein.,5/10/2020
GCST007949,31092297,Guan M 2019,0.25,African American or Afro-Caribbean,10409,Genome-wide association study identifies novel loci for type 2 diabetes-attributed end-stage kidney disease in African Americans.,5/10/2020
GCST007950,31092297,Guan M 2019,0.25,African American or Afro-Caribbean,8827,Genome-wide association study identifies novel loci for type 2 diabetes-attributed end-stage kidney disease in African Americans.,5/10/2020
GCST007984,30804565,Jansen PR 2019,427.072,European,386548,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways.",5/9/2020
GCST007985,30804565,Jansen PR 2019,427.072,European,359916,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways.",5/10/2020
GCST007987,30804565,Jansen PR 2019,427.072,European,386577,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways.",5/9/2020
GCST007988,30804565,Jansen PR 2019,427.072,European,1331010,"Genome-wide analysis of insomnia in 1,331,010 individuals identifies new risk loci and functional pathways.",5/10/2020
GCST007990,28714974,Klarin D 2017,97.7,European,304591,Genetic analysis in UK Biobank links insulin resistance and transendothelial migration pathways to coronary artery disease.,5/10/2020
GCST007991,28265093,Malik R 2017,18.52,European|South Asian,12524,Common coding variant in SERPINA1 increases the risk for large artery stroke.,5/10/2020
GCST007992,31089142,Law PJ 2019,20.55,European,92967,Association analyses identify 31 new risk loci for colorectal cancer susceptibility.,5/10/2020
GCST007993,31036433,Pividori M 2019,73.05,European,339801,Shared and distinct genetic risk factors for childhood-onset and adult-onset asthma: genome-wide and transcriptome-wide studies.,5/10/2020
GCST007995,31036433,Pividori M 2019,73.05,European,327670,Shared and distinct genetic risk factors for childhood-onset and adult-onset asthma: genome-wide and transcriptome-wide studies.,5/10/2020
GCST008064,31152163,Wuttke M 2019,78.1,European,625219,A catalog of genetic loci associated with kidney function from analyses of a million individuals.,5/10/2020
GCST008068,30230522,Zhang S 2018,1.5,East Asian,1470,Subtype-Specific Inherited Predisposition to Pemphigus in Chinese Population.,5/10/2020
GCST008069,30230522,Zhang S 2018,1.5,East Asian,1601,Subtype-Specific Inherited Predisposition to Pemphigus in Chinese Population.,5/10/2020
GCST008097,31006051,Kharazmi M 2019,3.75,European|Hispanic or Latin American,4942,A Genome-Wide Association Study of Bisphosphonate-Associated Atypical Femoral Fracture.,5/10/2020
GCST008098,31006051,Kharazmi M 2019,3.75,European|Hispanic or Latin American,375,A Genome-Wide Association Study of Bisphosphonate-Associated Atypical Femoral Fracture.,5/10/2020
GCST008103,31043756,Stahl EA 2019,289.596,European,198882,Genome-wide association study identifies 30 loci associated with bipolar disorder.,5/10/2020
GCST008105,30661054,Schafmayer C 2019,7.1,European,487188,"Genome-wide association analysis of diverticular disease points towards neuromuscular, connective tissue and epithelial pathomechanisms.",5/10/2020
GCST008106,31241743,Jaeger M 2019,9.5,European,313,A Genome-Wide Functional Genomics Approach Identifies Susceptibility Pathways to Fungal Bloodstream Infection in Humans.,5/10/2020
GCST008114,31049640,Chen J 2019,7.65,Sub-Saharan African,4347,Genome-wide association study of type 2 diabetes in Africa.,5/10/2020
GCST008115,31043756,Stahl EA 2019,289.596,European,46237,Genome-wide association study identifies 30 loci associated with bipolar disorder.,5/10/2020
GCST008116,31043756,Stahl EA 2019,289.596,European,34779,Genome-wide association study identifies 30 loci associated with bipolar disorder.,5/9/2020
GCST008117,31043756,Stahl EA 2019,289.596,European,32335,Genome-wide association study identifies 30 loci associated with bipolar disorder.,5/9/2020
GCST008118,31164008,Mullins N 2019,101.896,European,10408,GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.,5/10/2020
GCST008119,31164008,Mullins N 2019,101.896,European,8764,GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.,5/10/2020
GCST008120,31164008,Mullins N 2019,101.896,European,4629,GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.,5/10/2020
GCST008122,31164008,Mullins N 2019,101.896,European,13393,GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.,5/10/2020
GCST008123,31164008,Mullins N 2019,101.896,European,23801,GWAS of Suicide Attempt in Psychiatric Disorders and Association With Major Depression Polygenic Risk Scores.,5/10/2020
GCST008139,30899057,Lee MG 2019,1.25,East Asian,14924,Integrative Genome-Wide Association Studies of eQTL and GWAS Data for Gout Disease Susceptibility.,5/10/2020
GCST008140,31170924,Kong S 2019,NA,East Asian,3968,Identification of female-specific genetic variants for metabolic syndrome and its component traits to improve the prediction of metabolic syndrome in females.,5/10/2020
GCST008146,31170924,Kong S 2019,NA,East Asian,2857,Identification of female-specific genetic variants for metabolic syndrome and its component traits to improve the prediction of metabolic syndrome in females.,5/10/2020
GCST008169,30988330,Hellwege JN 2019,0.75,European|African unspecified,10419,Heritability and genome-wide association study of benign prostatic hyperplasia (BPH) in the eMERGE network.,5/9/2020
GCST008223,31127053,Tang Y 2019,41.35,European|African American or Afro-Caribbean,7462,A Genetic Locus on Chromosome 2q24 Predicting Peripheral Neuropathy Risk in Type 2 Diabetes: Results From the ACCORD and BARI 2D Studies.,5/10/2020
GCST008225,31231134,Laskar RS 2019,6.9,European,8061,Sex specific associations in genome wide association analysis of renal cell carcinoma.,5/10/2020
GCST008226,31231134,Laskar RS 2019,6.9,European,16256,Sex specific associations in genome wide association analysis of renal cell carcinoma.,5/10/2020
GCST008231,31226226,Du Z 2019,0.5,Hispanic or Latin American,7953,A Genome-wide Association Study of Prostate Cancer in Latinos.,5/10/2020
GCST008235,31201950,Lutz MW 2019,16.25,European,6545,"Analysis of pleiotropic genetic effects on cognitive impairment, systemic inflammation, and plasma lipids in the Health and Retirement Study.",5/10/2020
GCST008240,30845926,van der Plaat DA 2019,2.85,European,432,Limited overlap in significant hits between genome-wide association studies on two airflow obstruction definitions in the same population.,5/10/2020
GCST008241,30845926,van der Plaat DA 2019,2.85,European,432,Limited overlap in significant hits between genome-wide association studies on two airflow obstruction definitions in the same population.,5/10/2020
GCST008246,30845926,van der Plaat DA 2019,2.85,European,7036,Limited overlap in significant hits between genome-wide association studies on two airflow obstruction definitions in the same population.,5/8/2020
GCST008247,30845926,van der Plaat DA 2019,2.85,European,7036,Limited overlap in significant hits between genome-wide association studies on two airflow obstruction definitions in the same population.,5/8/2020
GCST008256,28585551,Sigurdsson S 2017,1,European,248715,"Sequence variants in ARHGAP15, COLQ and FAM155A associate with diverticular disease and diverticulitis.",5/10/2020
GCST008257,28585551,Sigurdsson S 2017,1,European,260367,"Sequence variants in ARHGAP15, COLQ and FAM155A associate with diverticular disease and diverticulitis.",5/10/2020
GCST008259,30940813,Kranzler HR 2019,154.322,European|African American or Afro-Caribbean|Hispanic or Latin American|East Asian|South Asian,274391,"Genome-wide association study of alcohol consumption and use disorder in 274,424 individuals from multiple populations.",5/10/2020
GCST008270,30999091,Wang Y 2019,1.25,European,2481,Post-traumatic stress following military deployment: Genetic associations and cross-disorder genetic correlations.,5/9/2020
GCST008271,31043678,Aterido A 2019,4.95,European,150,Genetic association between CD96 locus and immunogenicity to anti-TNF therapy in Crohn's disease.,5/10/2020
GCST008275,31209788,Li HQ 2019,7,European,454,Genome-Wide Association Study of Cerebral Microbleeds on MRI.,5/10/2020
GCST008311,31000673,Kim W 2019,6.2,European|Hispanic or Latin American,228735,A Genome-Wide Association Study implicates NR2F2 in Lymphangioleiomyomatosis Pathogenesis.,5/10/2020
GCST008314,30971808,Kim JJ 2019,0.75,East Asian,1538,Identification of SAMD9L as a susceptibility locus for intravenous immunoglobulin resistance in Kawasaki disease by genome-wide association analysis.,5/9/2020
GCST008365,31050781,Zhao SX 2019,0.75,East Asian,3782,Assessment of Molecular Subtypes in Thyrotoxic Periodic Paralysis and Graves Disease Among Chinese Han Adults: A Population-Based Genome-Wide Association Study.,5/10/2020
GCST008375,31009812,Hung RJ 2019,0.5,European,8804,Lung Cancer Risk in Never Smokers of European Descent is Associated with Genetic Variation in the 5P15.33 TERT-CLPTM1L Region.,5/10/2020
GCST008376,31009812,Hung RJ 2019,0.5,European,9931,Lung Cancer Risk in Never Smokers of European Descent is Associated with Genetic Variation in the 5P15.33 TERT-CLPTM1L Region.,5/10/2020
GCST008377,31152121,Zhu M 2019,NA,East Asian,7414,Identification of Novel T1D Risk Loci and Their Association With Age and Islet Function at Diagnosis in Autoantibody-Positive T1D Individuals: Based on a Two-Stage Genome-Wide Association Study.,5/10/2020
GCST008378,31095341,Kerns SL 2019,26.75,European,3470,Radiogenomics Consortium Genome-Wide Association Study Meta-analysis of Late Toxicity after Prostate Cancer Radiotherapy.,5/10/2020
GCST008380,31095341,Kerns SL 2019,26.75,European|East Asian,4157,Radiogenomics Consortium Genome-Wide Association Study Meta-analysis of Late Toxicity after Prostate Cancer Radiotherapy.,5/10/2020
GCST008381,31095341,Kerns SL 2019,26.75,European,3379,Radiogenomics Consortium Genome-Wide Association Study Meta-analysis of Late Toxicity after Prostate Cancer Radiotherapy.,5/10/2020
GCST008386,31066027,Nicoletti P 2019,NA,European,10744,Shared genetic risk factors across carbamazepine-induced hypersensitivity reactions.,5/10/2020
GCST008388,31196165,Lee E 2019,0.5,Hispanic or Latin American|European|African unspecified|African American or Afro-Caribbean,1144,Genome-wide enriched pathway analysis of acute post-radiotherapy pain in breast cancer patients: a prospective cohort study.,5/10/2020
GCST008391,25861811,Li Z 2015,4.6,East Asian|African American or Afro-Caribbean|South Asian|Greater Middle Eastern|European|South East Asian,49203,A common variant near TGFBR3 is associated with primary open angle glaucoma.,5/8/2020
GCST008394,31178898,Lin BM 2019,NA,African American or Afro-Caribbean|Hispanic or Latin American|East Asian|Oceanian|Native American,45191,Genetics of Chronic Kidney Disease Stages Across Ancestries: The PAGE Study.,5/10/2020
GCST008395,31178898,Lin BM 2019,NA,African American or Afro-Caribbean|Hispanic or Latin American|East Asian|Oceanian|Native American,32799,Genetics of Chronic Kidney Disease Stages Across Ancestries: The PAGE Study.,5/10/2020
GCST008397,31039275,Park SH 2019,5.3,East Asian,112,Association of TRAP1 with Infliximab-Induced Mucosal Healing in Crohn's disease.,5/10/2020
GCST008414,31209380,Demontis D 2019,212.876,European,357914,Genome-wide association study implicates CHRNA2 in cannabis use disorder.,5/10/2020
GCST008423,31249589,Edwards TL 2019,5,European|African unspecified|African American or Afro-Caribbean,228042,A Trans-Ethnic Genome-Wide Association Study of Uterine Fibroids.,5/10/2020
GCST008435,31243853,Chung S 2019,NA,East Asian,9477,GWAS identifying HLA-DPB1 gene variants associated with responsiveness to hepatitis B virus vaccination in Koreans: Independent association of HLA-DPB1*04:02 possessing rs1042169 G - rs9277355 C - rs9277356 A.,5/8/2020
GCST008436,26534935,Weng L 2015,18.75,European,1335,Genetic loci associated with nonobstructive coronary artery disease in Caucasian women.,5/8/2020
GCST008437,31055733,Nazarian A 2019,0.25,European,4806,Genetic heterogeneity of Alzheimer's disease in subjects with and without hypertension.,5/10/2020
GCST008448,31269844,Wu NN 2019,0.25,East Asian,218,A genome-wide association study of gestational diabetes mellitus in Chinese women.,5/10/2020
GCST008456,31263063,Dufek S 2019,14.35,European,6064,Genetic Identification of Two Novel Loci Associated with Steroid-Sensitive Nephrotic Syndrome.,5/10/2020
GCST008459,31268507,Periyasamy S 2019,227.046,European|South Asian,153561,Association of Schizophrenia Risk With Disordered Niacin Metabolism in an Indian Genome-wide Association Study.,5/10/2020
GCST008460,31289104,Kawamura Y 2019,20.25,East Asian,6009,Genome-wide association study revealed novel loci which aggravate asymptomatic hyperuricaemia into gout.,5/10/2020
GCST008465,31308545,Watson HJ 2019,1546.39,European,72517,Genome-wide association study identifies eight risk loci and implicates metabo-psychiatric origins for anorexia nervosa.,5/10/2020
GCST008468,31311600,Namjou B 2019,4.35,European,9677,GWAS and enrichment analyses of non-alcoholic fatty liver disease identify new trait-associated genes and pathways across eMERGE Network.,5/10/2020
GCST008474,31285632,Klarin D 2019,133.05,European|African unspecified|Hispanic or Latin American,637468,Genome-wide association study of peripheral artery disease in the Million Veteran Program.,5/10/2020
GCST008479,25854761,Zuo X 2015,0.5,East Asian,42760,Whole-exome SNP array identifies 15 new susceptibility loci for psoriasis.,5/8/2020
GCST008483,26398853,Ye BD 2015,NA,South Asian,5557,Identification of Ten Additional Susceptibility Loci for Ulcerative Colitis Through Immunochip Analysis in Koreans.,5/10/2020
GCST008485,25489960,Yang SK 2015,NA,South Asian,3108,Immunochip analysis identification of 6 additional susceptibility loci for Crohn's disease in Koreans.,5/8/2020
GCST008486,29237688,Weng LC 2017,4.35,European,120286,Heritability of Atrial Fibrillation.,5/8/2020
GCST008502,31206233,Real LM 2019,4.55,European,831,A genome-wide association study in low susceptibility to hepatitis C virus infection (GEHEP012 Study).,5/10/2020
GCST008530,30958311,Tao F 2019,29.7,European,471,Modifier Gene Candidates in Charcot-Marie-Tooth Disease Type 1A: A Case-Only Genome-Wide Association Study.,5/8/2020
GCST008533,30958311,Tao F 2019,29.7,European,420,Modifier Gene Candidates in Charcot-Marie-Tooth Disease Type 1A: A Case-Only Genome-Wide Association Study.,5/8/2020
GCST008534,30958311,Tao F 2019,29.7,European,364,Modifier Gene Candidates in Charcot-Marie-Tooth Disease Type 1A: A Case-Only Genome-Wide Association Study.,5/10/2020
GCST008537,30958311,Tao F 2019,29.7,European,420,Modifier Gene Candidates in Charcot-Marie-Tooth Disease Type 1A: A Case-Only Genome-Wide Association Study.,5/10/2020
GCST008545,31264924,Meng W 2019,NA,European,1843,A genome-wide association study implicates that the TTC39C gene is associated with diabetic maculopathy with decreased visual acuity.,5/10/2020
GCST008550,31263887,Adams MJ 2019,33.7,European,371428,Factors associated with sharing e-mail information and mental health survey participation in large population cohorts.,5/10/2020
GCST008559,31116379,Meier SM 2019,57.2,European,31880,Genetic Variants Associated With Anxiety and Stress-Related Disorders: A Genome-Wide Association Study and Mouse-Model Study.,5/10/2020
GCST008598,31413261,Deelen J 2019,70.55,European,44289,A meta-analysis of genome-wide association studies identifies multiple longevity genes.,5/10/2020
GCST008599,31413261,Deelen J 2019,70.55,European,35865,A meta-analysis of genome-wide association studies identifies multiple longevity genes.,5/10/2020
GCST008600,31413261,Deelen J 2019,70.55,European|East Asian|African American or Afro-Caribbean,41610,A meta-analysis of genome-wide association studies identifies multiple longevity genes.,5/10/2020
GCST008601,31413261,Deelen J 2019,70.55,European|East Asian,33444,A meta-analysis of genome-wide association studies identifies multiple longevity genes.,5/10/2020
GCST008605,30476138,Benonisdottir S 2019,2.5,European,141621,Sequence variants associating with urinary biomarkers.,5/8/2020
GCST008606,30476138,Benonisdottir S 2019,2.5,European,140260,Sequence variants associating with urinary biomarkers.,5/8/2020
GCST008607,30476138,Benonisdottir S 2019,2.5,European,136698,Sequence variants associating with urinary biomarkers.,5/8/2020
GCST008608,30476138,Benonisdottir S 2019,2.5,European,117371,Sequence variants associating with urinary biomarkers.,5/10/2020
GCST008609,30476138,Benonisdottir S 2019,2.5,European,114895,Sequence variants associating with urinary biomarkers.,5/8/2020
GCST008610,30476138,Benonisdottir S 2019,2.5,European,145547,Sequence variants associating with urinary biomarkers.,5/8/2020
GCST008611,30476138,Benonisdottir S 2019,2.5,European,116855,Sequence variants associating with urinary biomarkers.,5/10/2020
GCST008612,30476138,Benonisdottir S 2019,2.5,European,120230,Sequence variants associating with urinary biomarkers.,5/10/2020
GCST008613,30476138,Benonisdottir S 2019,2.5,European,136954,Sequence variants associating with urinary biomarkers.,5/10/2020
GCST008614,30476138,Benonisdottir S 2019,2.5,European,146369,Sequence variants associating with urinary biomarkers.,5/10/2020
GCST008615,30476138,Benonisdottir S 2019,2.5,European,148199,Sequence variants associating with urinary biomarkers.,5/10/2020
GCST008617,30476138,Benonisdottir S 2019,2.5,European,118115,Sequence variants associating with urinary biomarkers.,5/10/2020
GCST008618,30476138,Benonisdottir S 2019,2.5,European,87742,Sequence variants associating with urinary biomarkers.,5/10/2020
GCST008646,31383772,Yan C 2019,NA,East Asian,24555,Meta-analysis of genome-wide association studies and functional assays decipher susceptibility genes for gastric cancer in Chinese populations.,5/10/2020
GCST008659,26423011,Wain LV 2015,363,European,14656,"Novel insights into the genetics of smoking behaviour, lung function, and chronic obstructive pulmonary disease (UK BiLEVE): a genetic association study in UK Biobank.",5/10/2020
GCST008660,26423011,Wain LV 2015,363,European,14731,"Novel insights into the genetics of smoking behaviour, lung function, and chronic obstructive pulmonary disease (UK BiLEVE): a genetic association study in UK Biobank.",5/8/2020
GCST008661,26423011,Wain LV 2015,363,European,14711,"Novel insights into the genetics of smoking behaviour, lung function, and chronic obstructive pulmonary disease (UK BiLEVE): a genetic association study in UK Biobank.",5/10/2020
GCST008662,26423011,Wain LV 2015,363,European,14649,"Novel insights into the genetics of smoking behaviour, lung function, and chronic obstructive pulmonary disease (UK BiLEVE): a genetic association study in UK Biobank.",5/10/2020
GCST008663,26423011,Wain LV 2015,363,European,19574,"Novel insights into the genetics of smoking behaviour, lung function, and chronic obstructive pulmonary disease (UK BiLEVE): a genetic association study in UK Biobank.",5/10/2020
GCST008667,26423011,Wain LV 2015,363,European,48931,"Novel insights into the genetics of smoking behaviour, lung function, and chronic obstructive pulmonary disease (UK BiLEVE): a genetic association study in UK Biobank.",5/8/2020
GCST008668,31482010,Liu C 2019,1,African unspecified|African American or Afro-Caribbean,360,Genome-wide association study for proliferative diabetic retinopathy in Africans.,5/10/2020
GCST008708,31417607,Gazal S 2019,0.5,Admixed Ancestry,312,The Genetic Architecture of Chronic Mountain Sickness in Peru.,5/10/2020
GCST008726,31407831,Din L 2019,3.95,European,14732,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,5/10/2020
GCST008727,31407831,Din L 2019,3.95,European,32855,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,5/10/2020
GCST008728,31407831,Din L 2019,3.95,European,34264,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,5/10/2020
GCST008729,31407831,Din L 2019,3.95,European,29942,Genetic overlap between autoimmune diseases and non-Hodgkin lymphoma subtypes.,5/10/2020
GCST008730,26278503,Huang C 2015,5.6,African American or Afro-Caribbean,2885,Characterization of genetic loci that affect susceptibility to inflammatory bowel diseases in African Americans.,5/8/2020
GCST008731,26278503,Huang C 2015,5.6,African American or Afro-Caribbean,3308,Characterization of genetic loci that affect susceptibility to inflammatory bowel diseases in African Americans.,5/8/2020
GCST008732,26278503,Huang C 2015,5.6,African American or Afro-Caribbean,2158,Characterization of genetic loci that affect susceptibility to inflammatory bowel diseases in African Americans.,5/8/2020
GCST008738,30098192,Shaaban S 2018,39.202,European,1303,Genome-Wide Association Study Identifies a Susceptibility Locus for Comitant Esotropia and Suggests a Parent-of-Origin Effect.,5/8/2020
